Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
OMA Business Angels,https://www.crunchbase.com/organization/oma-business-angels,"Angel Group, Venture Capital",2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Early stage b2b HW+SW tech investments from a well-oiled machine comprised of the eleven founding members of ProGlove.,,2,,Active,,,,https://www.linkedin.com/company/oma-business-angels/,"Financial Services, Lending and Investments","Angel Investment, Venture Capital",,,11-50,Early Stage Venture,,,Private
212 NexT,https://www.crunchbase.com/organization/212-next,Venture Capital,2,,,,212 NexT is a venture capital fund investing in disruptive material technologies at the seed to Series B stage.,,2,,Active,2023-01-01,year,https://212next.fund/,https://www.linkedin.com/company/212-next-fund/about/,,,,,1-10,"Early Stage Venture, Seed",,,Private
SDAC Ventures,https://www.crunchbase.com/organization/bldrs,Venture Capital,2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Backing teams at the frontier of tech,,2,,Active,2024-01-01,day,https://www.sdac.io,https://www.linkedin.com/company/sdacventures/,"Financial Services, Information Technology, Lending and Investments, Manufacturing, Software","Industrial, Information Technology, Software, Venture Capital",2,"Daniel Schulte-Hillen, Simon Leicht",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private
3e Capital Group,https://www.crunchbase.com/organization/3e-capital-group,"Family Investment Office, Private Equity Firm, Secondary Purchaser, Venture Capital",2,,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","3e Capital Group is an early stage venture capital group focusing on high growing, new technologies.",,2,,Active,2006-01-01,year,http://www.3ecapital.de,https://www.linkedin.com/company/3e-capital/,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Computing, FinTech, Health Care, Home Health Care, Internet, Internet of Things, PaaS, Predictive Analytics, SaaS, Therapeutics",1,Hans-Jurgen Even,1-10,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
Theia Blockchain,https://www.crunchbase.com/organization/theia-blockchain,Venture Capital,2,,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Theia Blockchain operates as an institutional asset manager that invests in EVM DeFi infrastructure assets.,1,2,,Active,2021-01-01,year,https://www.theiablockchain.com/,https://www.linkedin.com/company/theia-blockchain/about/,,,,,1-10,Seed,,,Private
Oma Ventures,https://www.crunchbase.com/organization/oma-ventures,Venture Capital,2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Oma Ventures primarily operates as an investment firm.,,2,,Active,,,,,,,,,,Seed,,,Private
ennea capital partners,https://www.crunchbase.com/organization/ennea-capital-partners,Venture Capital,2,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","ennea capital partners is an investment, M&A, and consulting company.",,2,,Active,2016-01-01,year,http://www.ennea.vc/,https://www.linkedin.com/company/enneavc/,"Financial Services, Lending and Investments, Professional Services","Asset Management, Consulting, Financial Services, Venture Capital",1,Jan-Frederik Valentin,11-50,"Early Stage Venture, Seed",,,Private
ProfIT Ventures,https://www.crunchbase.com/organization/prof-it-ventures,Venture Capital,2,,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",ProfIt Ventures is an early-stage corporate venture fund platform that offers financial support for high-tech innovative start-ups.,1,2,,Closed,2017-03-01,day,http://ventures.prof-itgroup.ru,https://www.linkedin.com/company-beta/18069754/,"Commerce and Shopping, Financial Services, Information Technology, Internet Services, Lending and Investments, Manufacturing, Other, Privacy and Security, Software, Transportation","Angel Investment, Automotive, B2B, Cyber Security, Enterprise Software, Industrial, Industrial Manufacturing, Internet of Things, Logistics, Marketplace, SaaS, Transportation, Venture Capital",,,,"Early Stage Venture, Seed",,,Private
MenschDanke Group,https://www.crunchbase.com/organization/menschdanke-group,Corporate Venture Capital,2,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","MenschDanke owns and operates an online portal, gutscheinPony and offers segment vouchers online for department stores.",,1,,Closed,2008-01-01,year,http://www.menschdanke.de/,https://www.linkedin.com/company/menschdanke-gmbh,"Commerce and Shopping, Internet Services, Media and Entertainment","Coupons, Digital Media, Online Portals",,,11-50,,For Profit,Made Acquisitions,Private
Excubate Corporate Startups,https://www.crunchbase.com/organization/excubate,"Incubator, Venture Capital",2,,"Köln, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Excubate drives Digital Transformation & innovates Corporate Business Models – From Strategy to Implementation,,2,,Active,2015-01-01,year,https://www.excubate.de/,https://www.linkedin.com/company/excubate-corporate-startups/,"Financial Services, Lending and Investments, Professional Services","Angel Investment, Consulting, Innovation Management, Management Consulting, Venture Capital",,,11-50,"Convertible Note, Early Stage Venture, Seed",For Profit,,Private
Integra,https://www.crunchbase.com/organization/integra-98dc,Venture Capital,2,1,"Hutthurm, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Integra advises and finances start-up businesses as they create, grow, and expand.",1,2,,Active,,,https://integra-partner.com,,,,,,,"Early Stage Venture, Seed",,,Private
Curious Capital,https://www.crunchbase.com/organization/curious-capital-a4fc,"Corporate Venture Capital, Micro VC, Venture Capital",2,,"Köln, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Curious Capital is looking for seed and early stage investments, which anyhow fit to activities of a modern media company.",,2,,Active,2017-01-01,year,http://www.curiouscapital.vc,http://www.linkedin.com/company/curious-capital/,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Hardware, Information Technology, Media and Entertainment, Other, Science and Engineering, Software","Artificial Intelligence (AI), Blockchain, Digital Media, Hardware, Information Technology, Media and Entertainment",1,Johannes Heinen,11-50,"Early Stage Venture, Seed",,,Private
Sanner Ventures,https://www.crunchbase.com/organization/sanner-ventures,Venture Capital,2,1,"Bensheim, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",We aim to facilitate innovation in protecting health and well-being.,,2,,Active,1894-01-01,year,https://www.sanner-ventures.com/,https://www.linkedin.com/company/sanner-ventures/,"Financial Services, Health Care, Lending and Investments, Mobile","Health Care, mHealth, Venture Capital, Wellness",,,1-10,"Convertible Note, Early Stage Venture, Venture",,,Private
eValue Ventures,https://www.crunchbase.com/organization/evalue-ventures,Venture Capital,2,2,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",eValue Ventures AG is an early stage venture capital provider.,,2,,Active,1999-01-01,year,http://www.evalueventures.net/,https://www.linkedin.com/company/evalue-ventures-ag,,,,,1-10,Early Stage Venture,,,Private
Interlink Ventures,https://www.crunchbase.com/organization/interlink-ventures,Venture Capital,2,,"Wörthsee, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Interlink Ventures is a strategic partner for innovative start-ups with an important contribution to a sustainable future.,1,2,,Active,,,https://ventures.interlink.org/,https://www.linkedin.com/company/interlinkorg/about/,,,,,101-250,Early Stage Venture,,,Private
Herius Capital,https://www.crunchbase.com/organization/herius-capital,Venture Capital,2,,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Herius Capital a private equity and venture capital fund bolstering the space ecosystem by investing in pioneers creating society.,,2,,Active,2010-01-01,year,https://heriuscapital.com,https://www.linkedin.com/company/herius-capital,,,,,11-50,Seed,,,Private
RED Ventures,https://www.crunchbase.com/organization/red-ventures-3fd1,Venture Capital,2,,"Essen, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","An award winning venture studio, investing sweat and money in innovative and scalable digital companies",1,2,,Active,2017-04-01,day,https://red.gmbh,https://www.linkedin.com/company/redventures,,,2,"Adriana Trant, Ronald Derler",1-10,,,,Private
Samen Slimmer Alliance,https://www.crunchbase.com/organization/samen-slimmer,Venture Capital,2,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Samen Slimmer is an investment firm.,2,2,,Active,2023-01-01,year,https://samen.slimmer.ai,https://www.linkedin.com/company/samenslimmer,,,,,1-10,Seed,,,Private
Mittelständische Beteiligungsgesellschaft Berlin-Brandenburg,https://www.crunchbase.com/organization/mittelständische-beteiligungsgesellschaft-berlin-brandenburg,Venture Capital,2,,"Potsdam, Brandenburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Mezzanine capital is a entrepreneur, a growth entrepreneur and a successor.",1,2,,Active,1993-01-01,year,http://www.mbg-bb.de/,,,,,,,"Early Stage Venture, Late Stage Venture",For Profit,,Private
Zeitgeist X Ventures,https://www.crunchbase.com/organization/zeitgeist-x-ventures,Venture Capital,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fintech entrepreneurs created Zeitgeist X Ventures to assist early stage Fintech innovation across Europe.,1,1,,Active,2022-01-01,year,https://zeitgeistx.vc,https://www.linkedin.com/company/zeitgeist-x-ventures/,,,,,1-10,"Early Stage Venture, Seed",,,Private
BWM GmbH,https://www.crunchbase.com/organization/bwm-gmbh,Venture Capital,2,1,"Lilienthal, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BWM GmbH provides mechanical and electronic engineers and software specialists take care of the fabrication and commissioning.,,1,,Active,1961-01-01,year,http://www.bwm-gmbh.de/,https://www.linkedin.com/company/bremer-werk-f%C3%BCr-montagesysteme-gmbh/,,,,,11-50,,,,Private
One Day Yes,https://www.crunchbase.com/organization/one-day-yes,Venture Capital,2,,"Douglas, NA - Isle of Man, Isle of Man","Europe, Middle East, and Africa (EMEA)",An early-stage fund investing in female founded startups across Africa.,,2,,Active,2022-05-01,month,https://www.onedayyes.vc/,https://www.linkedin.com/company/onedayyes,,,,,1-10,Early Stage Venture,,,Private
Longfield Invest,https://www.crunchbase.com/organization/longfield-invest,"Family Investment Office, Venture Capital",2,,"Langenfeld, Rheinland-Pfalz, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",As a family-owned investment firm,1,2,,Active,2019-01-01,year,https://www.longfield-invest.de,https://www.linkedin.com/company/longfield-invest-gmbh,,,,,1-10,"Early Stage Venture, Seed",,,Private
Lymbersky Capital & Asset Management,https://www.crunchbase.com/organization/lymbersky-capital-asset-management,"Family Investment Office, Venture Capital",2,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Lymbersky Capital & Asset Management is a family office investing private wealth in real estate projects and selected venture capital deals.,2,2,,Active,2005-01-01,year,http://www.lymbersky.com,https://www.linkedin.com/company/lymbersky-capital-asset-management/about/,"Financial Services, Lending and Investments, Real Estate","Real Estate, Venture Capital",1,Christoph Lymbersky,1-10,"Convertible Note, Early Stage Venture, Initial Coin Offering, Non Equity Assistance, Secondary Market, Seed, Venture",,,Private
Sächsische Beteiligungsgesellschaft,https://www.crunchbase.com/organization/schsische-beteiligungsgesellschaft,Venture Capital,2,,"Dresden, Sachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",SÃ¤chsische Beteiligungsgesellschaft was founded in 1997,1,2,,Active,1997-01-01,year,http://www.sbg.sachsen.de,https://www.linkedin.com/company/sächsische-aufbaubank---förderbank--,,,,,1-10,Late Stage Venture,,,Private
CTF Capital,https://www.crunchbase.com/organization/ctf-capital,Venture Capital,2,,"Richmond, Virginia, United States","East Coast, Southern US",CTF Capital is a crypto asset investment manager focused on exploiting investment opportunities.,,2,,Active,2018-01-01,year,https://www.ctf.capital/,https://www.linkedin.com/company/ctf-capital/about/,,,,,1-10,Early Stage Venture,For Profit,Was Acquired,Private
Perikles Ventures,https://www.crunchbase.com/organization/perikles-ventures,Venture Capital,2,,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Perikles Ventures provides pre-seed and seed capital for exceptional venture ideas.,,2,,Active,2015-01-01,year,https://www.perikles-ventures.com/,,,,,,1-10,Early Stage Venture,,,Private
Scrape Ventures,https://www.crunchbase.com/organization/scrape-ventures,Venture Capital,2,,,,Scrape Ventures is an investment firm.,,2,,Active,,,,,,,,,,,,,Private
Vineta Ventures,https://www.crunchbase.com/organization/vineta-ventures,Venture Capital,2,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Vineta Ventures is a Venture capital firm.,,2,,Active,,,,,,,,,1-10,Seed,,,Private
Cimexia,https://www.crunchbase.com/organization/cimexia,Venture Capital,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investor,1,2,,Active,,,,,,,,,1-10,Early Stage Venture,,,Private
Ventura Investment,https://www.crunchbase.com/organization/ventura-investment,Venture Capital,2,,"Dresden, Sachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Ventura Investment is a company that holds stakes in young, technology-oriented companies as well as in management companies.",1,1,,Active,1995-01-01,year,https://www.ventura-investment.de/,https://www.linkedin.com/company/ventura-investment-gmbh/,,,1,Thomas Bohn,11-50,"Early Stage Venture, Seed",,,Private
ExtraVallis,https://www.crunchbase.com/organization/extravallis,Venture Capital,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Culturally astute early-stage investment for a post-Silicon Valley world,2,2,,Active,2018-02-01,day,http://extravallis.com,https://www.linkedin.com/company/extravallis,"Data and Analytics, Professional Services","Analytics, Legal Tech",1,Derek Footer,1-10,"Early Stage Venture, Seed",,,Private
