Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Chalfen Ventures,https://www.crunchbase.com/organization/chalfen-ventures-bda7,Venture Capital,21,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Chalfen Ventures is an early stage venture capital firm that backs software startups aiming to grow & dominate new and often unusual markets,9,19,,Active,2018-01-01,year,https://www.chalfenventures.com,https://www.linkedin.com/company/chalfen-ventures/?originalSubdomain=uk,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Mike Chalfen,1-10,"Early Stage Venture, Seed",,,Private
Scania Growth Capital,https://www.crunchbase.com/organization/scania-growth-capital,Corporate Venture Capital,21,2,"Södertälje, Vasternorrlands Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Scania Growth Capital is a corporate venture capital fund.,11,14,,Active,2017-01-01,year,http://www.scania.com/group/en/section/innovation/scania-growth-capital/,https://www.linkedin.com/company/scania,"Financial Services, Lending and Investments",Venture Capital,1,Christian Zeuchner,11-50,Private Equity,,,Private
tokentus investment AG,https://www.crunchbase.com/organization/tokentus-invstment-ag,Venture Capital,21,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",tokentus is a Venture capital investor for blockchain based business models.,1,16,,Active,2019-01-01,year,https://tokentus.com/,https://www.linkedin.com/company/tokentus,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software","Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology",2,"Johannes Clauss, Oliver Michel",1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private
E4EAfrica,https://www.crunchbase.com/organization/e4eafrica,Venture Capital,21,,"Cape Town, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)",E4EAfrica specializes in supporting early stage ventures,9,17,,Active,,,https://www.e4eafrica.com/,https://www.linkedin.com/company/e4eafrica/,,,1,Bas Hochstenbach,1-10,Early Stage Venture,,,Private
Simile Venture Partners,https://www.crunchbase.com/organization/simile-ventures,Venture Capital,21,4,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investment firm focusing on internet and mobile technology start-ups. Seed / pre-Series A stage,3,15,1,Active,2012-06-05,day,http://simileventure.com/,https://www.linkedin.com/company/simile-venture-partners/?viewAsMember=true,"Financial Services, Lending and Investments",Venture Capital,4,"Oskar Hartmann, Oskar Hartmann, Pascal Clement, Tatiana Kim",1-10,"Early Stage Venture, Seed",,,Private
Go4it Capital,https://www.crunchbase.com/organization/go4it,Venture Capital,21,2,"São Paulo, Sao Paulo, Brazil",Latin America,"Go4it partners with entrepreneurs innovating in sports, digital media and well-being, to create an active and enjoyable world.",1,14,,Active,2015-10-05,day,https://www.go4itcapital.com/,https://www.linkedin.com/company/go4itcapital/,"Health Care, Media and Entertainment, Sports","Digital Entertainment, Personal Health, Sports, Wellness",3,"Bruno Moura Brasil, Cesar Villares, Marc Lemann",1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private
pd ventures,https://www.crunchbase.com/organization/pdv-inter-media-ventures,Corporate Venture Capital,21,9,"Augsburg, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","pd ventures is a venture capital firm based in Augsburg, Germany.",3,14,1,Active,2009-06-09,day,http://pdventures.de/,https://www.linkedin.com/company/pd-ventures/,"Financial Services, Lending and Investments, Media and Entertainment","Digital Media, Finance, Venture Capital",1,Renate Dempfle,1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private
Protos Venture Capital,https://www.crunchbase.com/organization/protos-venture-capital,Venture Capital,21,5,"Warszawa, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Protos Venture Capital is a funding company that is focused on internet businesses in Poland.,3,18,,Active,2013-01-01,year,http://en.protos.vc/,https://www.linkedin.com/company/protos-venture-capital/about/,"Commerce and Shopping, Financial Services, Internet Services, Lending and Investments, Mobile, Software","E-Commerce, FinTech, Internet, Mobile, Software, Venture Capital",2,"Marcin Kurek, Pawel Sikorski",1-10,Early Stage Venture,,,Private
Siemens Technology Accelerator,https://www.crunchbase.com/organization/siemens-technology-accelerator,"Accelerator, Venture Capital",21,3,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Siemens Technology Accelerator is a non-strategic company builder and sells/licenses Siemens technologies.,3,10,,Active,2001-01-01,year,http://www.sta.siemens.com/,https://www.linkedin.com/company/siemens,,,2,"Christian Wiesinger, Rudolf Freytag",1-10,Seed,,,Private
Round Hill Ventures,https://www.crunchbase.com/organization/roundhillventures,Venture Capital,21,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Round Hill Ventures is a financial services company that specializes in the fields of venture capital and technology investment.,3,17,,Active,2016-01-01,year,http://roundhill.ventures/,https://www.linkedin.com/company/roundhillventures/,"Financial Services, Lending and Investments, Real Estate","Finance, Financial Services, Real Estate, Venture Capital",1,Michael Bickford,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Elev8.VC,https://www.crunchbase.com/organization/elevate-vc,Venture Capital,20,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Elev8.VC is a deep tech B2B focused VC Fund based in Singapore.,9,14,,Active,2018-01-01,year,https://elev8.vc/,https://www.linkedin.com/company/elev8vc,,,1,Aditya Mathur,1-10,Early Stage Venture,,,Private
Borski Fund,https://www.crunchbase.com/organization/borski-fund,Venture Capital,20,2,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Borski Fund is a Venture Capital investment firm.,11,17,,Active,2019-01-01,year,https://borskifund.com/,https://www.linkedin.com/company/borskifund/,"Financial Services, Lending and Investments","Financial Services, Venture Capital",,,1-10,"Early Stage Venture, Late Stage Venture",,,Private
Zacua Ventures,https://www.crunchbase.com/organization/zacua-ventures,Venture Capital,20,,"Burlingame, California, United States","San Francisco Bay Area, West Coast, Western US",Investing in the next generation of built environment entrepreneurs.,8,13,,Active,2022-01-01,year,https://zacuaventures.com,https://www.linkedin.com/company/zacua-ventures,"Real Estate, Sustainability","Building Maintenance, Building Material, Construction, Green Building, Smart Building",,,1-10,"Early Stage Venture, Seed",,,Private
Porsche,https://www.crunchbase.com/organization/porsche,"Corporate Venture Capital, Investment Bank, Private Equity Firm, Venture Capital",20,1,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Porsche is an automobile manufacturer that have advanced vehicle performance, improved safety, and spurred environmental innovations.",5,18,1,Active,1931-04-25,day,http://www.porsche.com,https://www.linkedin.com/company/porsche-ag/?originalSubdomain=in,"Manufacturing, Sports, Transportation","Automotive, Manufacturing, Sports",2,"Ferdinand Porsche, Michael Collins",10001+,"Private Equity, Venture",For Profit,"Made Acquisitions, Was Acquired",Public
New Wave (VC),https://www.crunchbase.com/organization/new-wave-6e35,Venture Capital,20,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","New Wave is a seed only fund, whose purpose is to back the next generation of successful European founders.",7,15,,Active,2020-01-01,year,https://www.newwave.vc/,https://www.linkedin.com/company/new-wave-vc,,,2,"Jean de La Rochebrochard, Pia d'Iribarne",11-50,"Early Stage Venture, Seed",,,Private
Future Food Fund,https://www.crunchbase.com/organization/future-food-fund,Venture Capital,20,,"Den Haag, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Future Food Fund is an early-stage impact investor for food and agriculture tech companies.,8,19,,Active,2017-02-24,day,http://www.futurefoodfund.com,https://www.linkedin.com/company/future-food-fund,,,5,"Heleen Dura - van Oord, Jaap Strengers, Jeroen Kimmels, Peter Arensman, Tijl Hoefnagels",1-10,"Early Stage Venture, Seed",,,Private
Voyagers,https://www.crunchbase.com/organization/voyagers,Venture Capital,20,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Voyagers is building a diverse, international community of mission-led people using technology to confront climate-related challenges.",1,18,,Active,2019-01-01,year,https://voyagers.io/,https://www.linkedin.com/company/voyagers-io,"Other, Travel and Tourism","Adventure Travel, Service Industry, Travel",,,1-10,Seed,For Profit,,Private
Apollo Crypto,https://www.crunchbase.com/organization/apollo-capital-management,Venture Capital,20,1,"Stafford, Staffordshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Apollo Crypto operates as a crypto asset investment firm.,3,17,1,Active,1990-01-01,year,https://www.apollocap.io,https://www.linkedin.com/company/apollo-capital-management/,Financial Services,Financial Services,2,"Domenic Carosa, Holger Arians",51-100,"Early Stage Venture, Seed, Venture",,,Private
Sparkmind.vc,https://www.crunchbase.com/organization/sparkmind-vc,Venture Capital,20,1,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Sparkmind.vc is the first VC in the Nordics with focus on learning sector.,13,19,,Active,2017-01-01,year,https://www.sparkmind.vc/,https://www.linkedin.com/company/eduimpact-vc/,"Education, Financial Services, Lending and Investments, Software","E-Learning, EdTech, Venture Capital",1,Kai Talas,1-10,"Early Stage Venture, Seed",,,Private
Tofino Capital,https://www.crunchbase.com/organization/tofino-capital,Venture Capital,20,,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",Tofino Capital is an early stage investor in emerging market technology companies.,2,20,,Active,2022-01-01,year,https://www.tofinocap.com/,https://www.linkedin.com/company/tofino-capital,,,2,"Aubrey Hruby, Eliot Pence",1-10,"Early Stage Venture, Seed",,,Private
Gateway Ventures,https://www.crunchbase.com/organization/primecrowd,Venture Capital,20,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Austria's largest network for startup investors,2,16,,Active,2015-12-01,month,https://www.gateway.ventures,https://www.linkedin.com/company/gatewayventure,"Financial Services, Lending and Investments","Angel Investment, Finance, Financial Services, FinTech",3,"Ali Mahlodji, Daniel Cronin, Markus Kainz",11-50,"Early Stage Venture, Seed, Venture",For Profit,,Private
Signal Ventures,https://www.crunchbase.com/organization/signal-ventures-3f4a,"Entrepreneurship Program, Incubator, Venture Capital",20,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Signal Ventures is the venture studio and investment arm of the Signal Group, with focus in tech startups in the maritime and trade space",1,18,,Active,,,https://www.thesignalgroup.com/signal-ventures,https://www.linkedin.com/company/thesignalgroup/,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation","Analytics, Artificial Intelligence (AI), Information Technology, Marine Transportation, SaaS, Shipping, Software, Supply Chain Management",,,1-10,"Early Stage Venture, Seed, Venture",,,Private
Teknasyon,https://www.crunchbase.com/organization/teknasyon,"Corporate Venture Capital, Venture Capital, Venture Debt",20,2,"Maslak, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Teknasyon is a global app tech company,1,18,,Active,2013-01-01,year,https://www.teknasyon.com,https://www.linkedin.com/company/teknasyon/,"Apps, Mobile, Other, Software","Infrastructure, Mobile Apps, Software",3,"Burak Saglik, Mustafa Sevinç, Mustafa Vardalı",251-500,"Early Stage Venture, Seed",For Profit,,Private
Hevella Capital,https://www.crunchbase.com/organization/hevella-capital,Venture Capital,20,3,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Hevella Capital is a principal investment firm.,11,13,,Active,2016-01-01,year,https://www.hevella-capital.com/,https://www.linkedin.com/company/hevella-beteiligungen-gmbh,Financial Services,"Finance, Financial Services",1,Rolf Elgeti,1-10,"Convertible Note, Debt, Early Stage Venture, Seed, Venture",,,Private
GOOSE Capital,https://www.crunchbase.com/organization/goose-society-of-texas,Venture Capital,20,,"Houston, Texas, United States","Greater Houston Area, Southern US",GOOSE is an investment firm with an investor pool of Fortune 500 execs and serial entrepreneurs investing in early stage venture.,9,13,,Active,2005-01-01,year,https://www.goose.capital/,https://www.linkedin.com/company/goosecapital/,,,1,Jack Gill,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
CofounderZone,https://www.crunchbase.com/organization/cofounderzone,"Angel Group, Venture Capital",20,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",CofounderZone brings together angel investors and tech startups to build global companies #cfdrz,18,17,,Active,2019-01-01,year,http://cofounder.zone/,https://www.linkedin.com/company/cofounderzone/,,,2,"Michal Sioda, Tomasz Golinski",1-10,Early Stage Venture,,,Private
